,UserID,SessionID,DateTime,WebtoonID,PageViews,AvgTimeSpent,BounceRate,DeviceType,Location,UserType,Age,AgeGroup,TestGroup
107,21,S9385,2024-01-06 00:52:43,W132,20,14.97,0,Tablet,UK,New,30,25-34,B
108,290,S1450,2024-04-17 20:55:47,W470,7,3.44,0,Tablet,India,New,42,35-44,A
109,75,S9144,2024-09-24 03:12:09,W12,15,14.77,0,Mobile,UK,New,28,25-34,A
110,398,S7484,2024-03-20 04:31:41,W224,6,12.53,1,Desktop,Germany,New,49,45+,A
111,772,S1081,2024-08-29 15:39:35,W488,11,5.22,1,Desktop,South Korea,Returning,47,45+,B
112,45,S2676,2024-03-09 19:12:46,W382,2,5.15,0,Desktop,Germany,Returning,24,18-24,A
113,823,S5382,2024-08-13 13:18:32,W240,12,7.13,1,Tablet,South Korea,Returning,15,13-17,A
114,883,S2790,2024-07-13 05:45:07,W55,6,9.41,1,Tablet,Germany,New,16,13-17,A
115,735,S3857,2024-07-17 22:14:33,W306,19,13.26,1,Desktop,India,New,28,25-34,B
116,490,S4273,2024-04-04 23:00:10,W47,18,4.86,1,Desktop,UK,New,30,25-34,A
117,699,S1643,2024-10-04 14:49:17,W224,11,12.42,1,Desktop,UK,New,14,13-17,A
118,840,S2381,2024-03-06 16:28:04,W454,2,13.22,0,Desktop,South Korea,Returning,47,45+,A
119,865,S4077,2024-03-10 09:52:47,W499,15,4.34,0,Mobile,South Korea,New,34,25-34,B
120,823,S7449,2024-01-31 10:45:36,W397,2,11.76,1,Mobile,Japan,New,33,25-34,B
121,470,S5541,2024-08-22 03:01:15,W125,8,6.65,0,Tablet,India,New,26,25-34,B
122,419,S6356,2024-01-24 00:40:41,W361,3,6.91,0,Desktop,USA,New,40,35-44,A
123,225,S7169,2024-06-09 05:37:48,W43,9,14.15,1,Desktop,South Korea,Returning,19,18-24,B
124,729,S4564,2024-05-31 09:00:57,W176,11,1.7,1,Tablet,India,New,13,13-17,B
125,951,S7516,2024-09-08 10:25:44,W164,8,12.47,1,Tablet,South Korea,New,36,35-44,A
126,107,S5603,2024-05-01 18:16:07,W465,4,5.46,0,Tablet,Germany,New,39,35-44,A
127,81,S2161,2024-10-06 09:13:17,W318,1,9.36,1,Mobile,USA,New,21,18-24,A
128,685,S1998,2024-02-11 10:41:15,W122,16,7.43,1,Tablet,India,New,25,25-34,A
129,717,S5988,2024-03-06 07:50:57,W431,6,5.24,0,Desktop,USA,Returning,47,45+,A
130,716,S4760,2024-10-04 00:07:08,W146,16,14.66,0,Desktop,Japan,New,40,35-44,A
131,617,S6530,2024-07-16 13:13:05,W195,10,2.24,1,Tablet,Japan,New,40,35-44,B
132,864,S8351,2024-05-30 17:47:51,W229,1,13.31,1,Tablet,Germany,New,36,35-44,A
133,83,S5897,2024-06-12 20:54:38,W102,6,7.9,0,Desktop,USA,New,21,18-24,A
134,809,S3621,2024-03-26 03:19:43,W401,6,5.01,1,Mobile,South Korea,Returning,35,35-44,B
135,636,S1046,2024-01-25 16:02:32,W456,6,12.96,1,Tablet,India,New,32,25-34,A
136,847,S1664,2024-01-19 03:23:21,W226,16,4.77,1,Tablet,Germany,New,23,18-24,A
137,155,S6308,2024-02-03 11:27:52,W9,6,12.79,0,Desktop,South Korea,Returning,21,18-24,B
138,214,S6256,2024-10-03 05:18:30,W1,13,7.06,1,Tablet,USA,New,48,45+,B
139,3,S4329,2024-05-26 14:00:08,W265,17,11.55,1,Mobile,India,New,38,35-44,B
140,312,S2274,2024-09-22 03:53:43,W36,9,14.68,1,Desktop,UK,New,21,18-24,A
141,889,S8869,2024-05-18 17:27:52,W451,19,9.04,0,Tablet,USA,Returning,43,35-44,B
142,459,S1618,2024-01-02 16:31:42,W188,11,7.83,0,Mobile,USA,New,43,35-44,A
143,474,S3916,2024-03-03 11:52:33,W285,11,10.39,0,Desktop,South Korea,Returning,39,35-44,B
144,986,S6012,2024-04-23 03:55:28,W460,4,2.49,0,Mobile,UK,New,35,35-44,A
145,177,S7342,2024-05-12 07:22:04,W85,12,10.89,0,Desktop,USA,New,42,35-44,A
146,978,S6116,2024-07-02 21:49:14,W96,19,10.01,1,Tablet,India,New,27,25-34,B
147,81,S8593,2024-05-17 15:21:23,W44,14,13.72,1,Mobile,UK,New,32,25-34,A
148,93,S2302,2024-07-19 07:16:37,W405,11,2.22,1,Tablet,USA,New,32,25-34,A
149,171,S7736,2024-08-23 16:56:17,W333,9,2.59,0,Mobile,Japan,New,35,35-44,A
150,321,S2625,2024-01-29 17:35:00,W471,14,6.9,0,Desktop,South Korea,New,25,25-34,A
151,312,S1019,2024-09-05 04:01:37,W235,5,3.9,1,Mobile,South Korea,Returning,49,45+,A
152,834,S3628,2024-09-10 06:43:46,W483,7,1.99,1,Tablet,Japan,Returning,30,25-34,B
153,199,S6968,2024-03-23 05:39:26,W397,10,7.99,1,Desktop,Japan,Returning,20,18-24,A
154,117,S2319,2024-07-06 05:44:31,W283,14,2.23,1,Desktop,Germany,Returning,41,35-44,A
155,370,S2375,2024-05-08 12:19:40,W256,14,13.53,0,Tablet,UK,New,18,18-24,B
156,190,S4454,2024-07-25 07:00:24,W356,4,8.09,1,Desktop,UK,New,25,25-34,B
157,62,S5086,2024-04-17 19:33:04,W299,7,10.28,1,Mobile,UK,Returning,50,45+,A
158,467,S6764,2024-09-08 12:51:00,W226,19,13.48,1,Tablet,USA,Returning,50,45+,A
159,618,S5061,2024-01-31 06:32:29,W293,8,4.3,0,Desktop,USA,New,32,25-34,A
160,237,S8651,2024-07-02 03:17:10,W478,5,4.84,0,Desktop,USA,Returning,13,13-17,A
161,11,S4393,2024-02-03 14:09:43,W275,1,13.52,1,Desktop,Germany,Returning,32,25-34,B
162,468,S3201,2024-09-14 17:45:20,W397,14,8.27,1,Mobile,UK,New,15,13-17,A
163,958,S1272,2024-07-02 09:59:07,W450,12,8.94,0,Desktop,Germany,New,18,18-24,A
164,383,S6387,2024-02-17 04:25:31,W248,4,8.8,0,Mobile,Germany,Returning,18,18-24,B
165,2,S6199,2024-04-19 07:55:27,W492,1,10.69,0,Desktop,South Korea,Returning,49,45+,A
166,667,S6612,2024-01-09 00:44:37,W95,18,14.51,0,Desktop,South Korea,Returning,13,13-17,B
167,850,S4910,2024-08-10 19:53:54,W167,16,4.11,1,Mobile,Japan,New,33,25-34,A
168,463,S4802,2024-01-01 18:06:23,W145,12,10.21,1,Desktop,UK,New,30,25-34,A
169,337,S2413,2024-07-17 16:16:06,W310,13,9.07,0,Tablet,USA,Returning,29,25-34,B
170,598,S6011,2024-04-14 11:26:02,W144,20,14.85,0,Mobile,Japan,Returning,40,35-44,A
171,93,S3124,2024-07-24 00:18:47,W287,19,11.63,0,Desktop,Japan,New,15,13-17,A
172,716,S8727,2024-10-06 00:15:24,W96,18,11.66,0,Desktop,UK,New,28,25-34,B
173,190,S6944,2024-04-24 10:57:41,W378,6,5.42,0,Tablet,UK,New,32,25-34,A
174,485,S2578,2024-01-02 06:59:44,W490,14,6.53,1,Tablet,Germany,Returning,31,25-34,B
175,48,S3036,2024-04-18 12:52:32,W258,4,4.55,0,Tablet,UK,New,19,18-24,A
176,984,S3232,2024-08-28 10:31:46,W133,16,14.93,1,Desktop,Japan,Returning,26,25-34,A
177,681,S4660,2024-10-05 21:05:55,W116,15,3.94,0,Tablet,India,Returning,16,13-17,B
178,113,S9943,2024-02-29 08:14:23,W132,8,14.58,1,Mobile,USA,New,46,45+,A
179,654,S4988,2024-07-25 06:41:15,W209,17,13.3,1,Mobile,Germany,New,49,45+,A
180,613,S9364,2024-06-13 05:35:01,W168,17,1.95,0,Tablet,Germany,Returning,37,35-44,B
181,149,S5550,2024-05-08 01:57:31,W265,10,9.4,0,Mobile,Germany,Returning,15,13-17,A
182,664,S3749,2024-08-24 00:55:48,W225,9,3.72,0,Tablet,USA,New,29,25-34,A
183,872,S1157,2024-07-20 14:52:33,W118,19,11.77,1,Tablet,India,Returning,49,45+,B
184,94,S1774,2024-05-02 03:57:42,W75,1,6.86,0,Desktop,UK,New,39,35-44,A
185,739,S3796,2024-01-20 13:01:10,W463,11,13.77,0,Mobile,Japan,New,41,35-44,A
186,564,S3536,2024-02-23 18:12:02,W151,16,1.25,1,Desktop,USA,Returning,45,45+,B
187,670,S4069,2024-09-26 19:03:13,W229,11,7.73,0,Mobile,UK,New,26,25-34,A
188,580,S2197,2024-02-23 19:03:21,W373,3,1.26,0,Mobile,Germany,New,30,25-34,A
189,109,S8277,2024-04-09 07:56:02,W212,12,5.89,0,Desktop,USA,Returning,37,35-44,A
190,950,S1864,2024-03-21 08:20:10,W127,11,5.32,0,Tablet,UK,Returning,38,35-44,B
191,226,S5732,2024-10-06 03:11:38,W214,17,2.61,0,Tablet,South Korea,Returning,32,25-34,B
192,405,S9094,2024-05-29 00:31:19,W499,5,14.5,0,Desktop,South Korea,Returning,44,35-44,A
193,278,S4062,2024-07-23 02:01:15,W267,15,5.38,1,Desktop,Japan,Returning,46,45+,A
194,464,S7897,2024-07-10 20:58:22,W276,20,8.48,1,Mobile,USA,New,26,25-34,B
195,753,S7847,2024-06-01 00:25:53,W454,12,2.82,0,Desktop,USA,Returning,22,18-24,A
196,701,S1438,2024-04-03 22:02:21,W69,14,7.44,0,Mobile,UK,Returning,28,25-34,B
197,132,S7861,2024-08-13 06:13:42,W167,11,1.53,0,Mobile,USA,Returning,24,18-24,B
198,28,S7891,2024-06-09 17:11:19,W210,12,8.94,1,Desktop,South Korea,Returning,39,35-44,A
199,483,S3940,2024-01-23 12:13:08,W409,14,14.02,1,Tablet,UK,New,29,25-34,A
200,520,S9307,2024-03-23 09:32:37,W115,14,8.4,0,Mobile,USA,Returning,43,35-44,A
201,384,S3168,2024-01-15 06:46:23,W216,8,13.36,0,Desktop,UK,Returning,27,25-34,A
202,105,S3452,2024-07-14 05:35:13,W34,5,13.24,1,Tablet,South Korea,New,21,18-24,B
203,736,S9564,2024-08-27 04:10:10,W322,11,9.54,0,Mobile,Germany,New,30,25-34,B
204,759,S9398,2024-05-24 23:40:42,W439,20,1.45,1,Desktop,South Korea,New,15,13-17,B
205,673,S7457,2024-07-05 08:43:45,W459,6,4.21,0,Desktop,Japan,Returning,19,18-24,B
206,808,S4207,2024-05-24 12:01:00,W386,2,3.1,0,Desktop,UK,New,35,35-44,B
207,879,S9709,2024-02-08 15:07:24,W462,7,8.63,0,Tablet,UK,Returning,18,18-24,A
208,914,S6211,2024-02-21 01:26:41,W279,19,3.9,0,Tablet,South Korea,Returning,40,35-44,A
209,983,S5074,2024-08-03 14:45:31,W187,11,8.97,0,Desktop,India,New,15,13-17,A
210,957,S8748,2024-06-22 09:33:33,W335,9,12.31,1,Desktop,USA,New,41,35-44,B
211,23,S9029,2024-06-30 14:10:21,W31,10,13.88,0,Tablet,USA,New,21,18-24,A
212,367,S4582,2024-04-04 20:57:03,W324,9,10.33,1,Mobile,UK,Returning,20,18-24,A
213,583,S7366,2024-08-14 19:55:57,W18,5,13.35,1,Mobile,USA,Returning,39,35-44,B
214,316,S8210,2024-06-05 11:35:01,W430,7,8.4,0,Desktop,Japan,Returning,20,18-24,B
215,522,S6231,2024-04-12 21:21:26,W434,7,11.33,0,Tablet,India,New,42,35-44,A
216,469,S3418,2024-10-04 22:40:38,W370,4,12.67,0,Desktop,UK,Returning,28,25-34,A
217,480,S6644,2024-06-16 14:47:42,W467,14,1.91,0,Tablet,UK,New,18,18-24,A
218,717,S9537,2024-09-08 23:39:57,W145,11,3.41,0,Desktop,India,Returning,43,35-44,B
219,54,S3863,2024-07-24 02:05:26,W421,13,6.33,0,Mobile,India,Returning,20,18-24,A
220,281,S4856,2024-04-17 02:05:00,W98,12,2.44,0,Desktop,USA,Returning,23,18-24,B
221,519,S8239,2024-07-01 13:52:00,W479,16,7.71,1,Tablet,South Korea,New,14,13-17,A
222,330,S8533,2024-05-27 12:17:15,W191,6,3.65,0,Tablet,Germany,Returning,37,35-44,A
223,680,S4627,2024-03-12 07:04:39,W122,3,3.68,1,Desktop,UK,New,21,18-24,A
224,583,S9982,2024-06-26 11:24:59,W154,15,6.11,1,Desktop,Japan,Returning,19,18-24,A
225,380,S7375,2024-02-26 06:06:20,W99,1,5.57,0,Desktop,UK,Returning,18,18-24,A
226,418,S3284,2024-04-13 07:09:47,W333,4,9.86,0,Desktop,India,Returning,31,25-34,A
227,529,S7549,2024-03-02 04:23:50,W262,17,9.15,0,Tablet,USA,New,20,18-24,B
228,929,S8756,2024-08-09 14:41:38,W24,4,3.13,0,Mobile,Germany,New,14,13-17,B
229,940,S7686,2024-05-01 08:53:12,W279,14,12.19,1,Desktop,India,New,14,13-17,A
230,272,S9398,2024-07-14 10:07:16,W469,19,11.68,1,Mobile,Japan,New,33,25-34,B
231,909,S4807,2024-07-14 16:45:33,W198,14,2.98,1,Tablet,UK,Returning,23,18-24,B
232,229,S1886,2024-03-27 12:51:07,W164,8,9.02,0,Desktop,South Korea,Returning,38,35-44,B
233,975,S1901,2024-08-23 19:20:36,W421,19,9.06,0,Desktop,Japan,Returning,30,25-34,A
234,909,S5418,2024-07-02 03:50:53,W236,3,10.04,1,Desktop,Japan,Returning,44,35-44,B
235,926,S9520,2024-06-04 19:05:34,W248,19,6.98,0,Desktop,Germany,Returning,43,35-44,A
236,451,S2694,2024-10-03 04:31:01,W197,10,11.14,1,Tablet,Germany,New,25,25-34,B
237,336,S8467,2024-10-02 11:03:52,W347,16,2.1,1,Desktop,UK,New,49,45+,B
238,377,S5359,2024-05-07 02:40:33,W107,15,2.34,1,Desktop,USA,Returning,41,35-44,A
239,891,S6541,2024-04-10 00:01:38,W255,17,5.01,1,Desktop,Japan,Returning,38,35-44,B
240,351,S5326,2024-01-23 13:34:14,W228,18,13.41,0,Mobile,India,Returning,42,35-44,B
241,539,S8659,2024-05-24 06:47:49,W485,3,14.66,0,Desktop,India,Returning,26,25-34,B
242,698,S5148,2024-06-18 19:47:24,W297,16,6.62,0,Mobile,Japan,New,27,25-34,A
243,985,S2117,2024-04-04 03:51:44,W339,11,3.31,0,Tablet,USA,Returning,14,13-17,B
244,818,S9541,2024-02-23 11:38:41,W278,11,9.63,0,Tablet,UK,New,38,35-44,B
245,696,S7090,2024-08-09 17:20:35,W456,8,11.08,1,Tablet,Japan,New,41,35-44,B
246,912,S6822,2024-06-11 17:09:23,W152,10,14.39,0,Tablet,USA,New,17,13-17,A
247,511,S4112,2024-06-27 05:09:17,W409,20,2.64,1,Tablet,USA,Returning,47,45+,A
248,93,S3902,2024-04-26 06:51:01,W42,12,4.87,0,Mobile,India,Returning,44,35-44,A
249,597,S6864,2024-07-10 20:14:09,W376,5,4.32,1,Mobile,Japan,Returning,15,13-17,A
250,57,S1293,2024-04-16 07:39:57,W37,3,9.65,0,Desktop,Japan,New,42,35-44,A
251,815,S8308,2024-06-19 11:17:20,W417,16,4.25,1,Mobile,Germany,Returning,14,13-17,A
252,212,S8057,2024-01-20 19:05:10,W275,11,1.71,1,Desktop,Germany,New,29,25-34,B
253,784,S3852,2024-05-17 12:18:32,W1,4,11.24,0,Tablet,South Korea,Returning,31,25-34,B
254,872,S6050,2024-09-03 02:42:40,W471,2,8.1,0,Tablet,Germany,Returning,28,25-34,B
255,703,S5971,2024-08-17 23:30:57,W55,9,8.06,0,Desktop,Germany,New,14,13-17,B
256,45,S1183,2024-09-06 07:47:59,W444,15,9.2,0,Mobile,Germany,Returning,14,13-17,A
257,986,S3218,2024-02-17 13:44:09,W490,8,14.57,0,Tablet,South Korea,Returning,22,18-24,A
258,795,S9982,2024-01-21 18:54:59,W218,15,11.38,0,Mobile,India,New,42,35-44,B
259,68,S3724,2024-08-15 00:43:02,W128,2,8.46,0,Mobile,Germany,Returning,25,25-34,B
260,928,S1423,2024-05-03 22:37:22,W98,19,12.74,0,Mobile,USA,New,37,35-44,A
261,383,S3663,2024-02-11 23:01:33,W2,1,8.85,0,Desktop,South Korea,New,25,25-34,B
262,602,S8652,2024-08-20 20:44:55,W79,5,3.57,0,Desktop,Japan,New,34,25-34,B
263,265,S2080,2024-01-15 12:24:33,W205,8,14.39,0,Tablet,Japan,Returning,21,18-24,B
264,787,S9331,2024-05-07 15:00:51,W446,20,13.06,1,Tablet,India,Returning,15,13-17,B
265,51,S8145,2024-05-23 02:21:28,W57,11,3.94,1,Desktop,South Korea,Returning,32,25-34,A
266,533,S7265,2024-05-14 08:42:14,W280,3,4.21,0,Desktop,Japan,Returning,25,25-34,A
267,726,S8394,2024-09-19 15:01:55,W434,14,5.21,0,Mobile,UK,New,42,35-44,B
268,167,S5101,2024-08-16 00:48:06,W498,16,5.91,1,Tablet,Germany,New,40,35-44,A
